Id,Merchant Name,Merchant State,Program Area,Transaction Date,Payment Date,Transaction Amount,Item Description,Purchase Amount,Purchase Type,Annual Bid Number,Reference Number,Allocation Id
296922,STAPLS7167689050000001,TX,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,99.3,copy paper room 5.F.4,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240437516121502163300000001600815    ,1
296923,STAPLS7167216663000001,TX,SHERIFF DEPARTMENT - SHERF,12/7/2016,1/9/2017,385,copy paper COJL,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000266259216120801103700000001630038    ,1
296924,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/5/2016,1/9/2017,230.1,copy paper  VIF,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533000240484716120600742500000001503105    ,1
296925,STAPLS7167419065000001,TX,SHERIFF DEPARTMENT - SHERF,12/9/2016,1/9/2017,77,copy paper   Training,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240485416121101461500000001796345    ,1
296926,"FAISON OFFICE PRODUCTS,",CO,WASTEWATER - PWWMD,12/15/2016,1/9/2017,1155,Copy Paper,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533000240524016121602343600000002230376    ,8
296927,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/1/2016,1/9/2017,1732.5,copy paper,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800044225516120200234900000002281235    ,1
296928,STAPLS7167849697000002,TX,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,89.7,Copy paper,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240435916121802512700000001786330    ,1
296929,STAPLS7167951058000001,TX,DEPT OF FINANCE - TREAS,12/17/2016,1/9/2017,383.5,Copy Paper,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800043226416121902675300000000059315    ,1
296930,STAPLS7168037448000001,TX,N DENVER CORNERSTONE NDCCP,12/20/2016,1/9/2017,308,copy paper,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000336669816122103028900000001149655    ,1
296931,FEDEXOFFICE   00004762,CO,HUMAN SERVICES - SOCSV,12/2/2016,1/9/2017,193.01,Copies and Binding of Children Codes books,"Quick Copy, Reproduction, and Blueprinting Services",PCARD,,1413427533000261959216120400407900000001789357    ,1
296932,STAPLS7167524272000002,TX,CITY COUNCIL - CCOUN,12/10/2016,1/9/2017,251.32,"copier paper, binder clips, sheet protectors, mouse pads, pens, calendars","Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000240527316121201619800000000072089    ,1
296933,DS SERVICES STANDARD COFF,GA,POLICE DEPARTMENT - POLIC,12/8/2016,1/9/2017,82.75,cooler service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000324818516120901288600000001348468    ,1
296934,DS SERVICES STANDARD COFF,GA,POLICE DEPARTMENT - POLIC,12/8/2016,1/9/2017,53.5,cooler service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000324818516120901288600000001348476    ,1
296935,DS SERVICES STANDARD COFF,GA,POLICE DEPARTMENT - POLIC,12/8/2016,1/9/2017,73.4,cooler service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000324818516120901288600000001348484    ,1
296936,DS SERVICES STANDARD COFF,GA,POLICE DEPARTMENT - POLIC,12/8/2016,1/9/2017,8,cooler service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000324818516120901288600000001348500    ,1
296937,DS SERVICES STANDARD COFF,GA,POLICE DEPARTMENT - POLIC,12/13/2016,1/9/2017,262.5,cooler service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000324818516121401979600000001301860    ,1
296938,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,1052.57,cooler for unit bb54  inv 3004819159,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616121502163300000002028818    ,1
296939,4IMPRINT,WI,ENVIRONMENTAL HEALTH - ENVHL,12/14/2016,1/9/2017,278.69,Cooler bags for CH staff,Direct Marketing - Other Direct Marketers,PCARD,,1413427533000319957816121502163300000001024018    ,1
296940,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,60.75,coolant sensor for unit bb87  inv 3004758046,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616120901288600000002096792    ,1
296941,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,9.71,coolant hose for unit bb81  inv 3004800520,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616121502163300000002028826    ,1
296942,CUMMINS ROCKY MTN,CO,TECHNOLOGY SERVICES - EAPPS,12/21/2016,1/9/2017,34.06,Coolant for DHA generator,Motor Vehicle Supplies and New Parts,PCARD,,1413427533000240472216122203213300000001459770    ,1
296943,TARGET        00028209,CO,PARKS AND REC - PARKS,12/4/2016,1/9/2017,19.97,cookie exchage program supplies,Grocery Stores and Supermarkets,PCARD,,1413427533000240377316120500564800000000821157    ,1
296944,IN  THE PACKAGING FACTORY,OH,SHERIFF DEPARTMENT - SHERF,12/8/2016,1/9/2017,1740,"cook chill souper bags, COJL",Business Services - Not Elsewhere Classified,PCARD,,DEF1634414311585                                  ,1
296945,HONNEN EQUIPMENT CO PARTS,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,2727.96,Conveyor parts CJ16 814638,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A0513,1413427533000311552516121301796900000000792152    ,1
296946,THE LIGHTHOUSE,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,310.37,"Controller, LED Marker Lamp, Headlamp, Inv#0340721","Hardware, Equipment and Supplies",ANNUAL BID,0159A0313,DEF1634414309582                                  ,1
296947,LONG BLDG. TECHNOLOGIES,CO,GENERAL SERVICE ADMIN - GSFPM,12/12/2016,1/9/2017,161.48,Control Valves,Plumbing and Heating Equipment and Supplies,PCARD,,1413427533000257263516121301796900000001268427    ,1
296948,RAMPART PLUMBING HTG,CO,GENERAL SERVICE ADMIN - GSFPM,12/12/2016,1/9/2017,79,Control Valves,"Heating, Plumbing, and Air Conditioning Contractors",PCARD,,1413427533000257263516121301796900000000832610    ,1
296949,TRANE SUPPLY-111616,CO,PARKS AND REC - PARKS,12/22/2016,1/9/2017,8.54,CONTROL LIMIT AUTOMATIC RESET-WASHINGTON PARK REC,Commercial Equipment - Not Elsewhere Classified,PCARD,,1413427533000317987716122303395900000000475368    ,1
296950,E & G TERMINAL,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,22.45,control knob for unit ck29  inv 5237009,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800026400616120901288600000001634330    ,1
296951,BOBCAT COMMERCE CITY,CO,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,6.79,control knob for unit ck17  inv 11247193,Commercial Equipment - Not Elsewhere Classified,ANNUAL BID,0298A1013,1413427533800026400616113004302500000000014014    ,1
296952,COLORADO OUTDOOR POWER,CO,PARKS AND REC - PARKS,12/15/2016,1/9/2017,87.44,CONTROL HANDLE,LAWN AND GARDEN SUPPLY STORES,PCARD,,DEF1635414933058                                  ,1
296953,POWER EQUIPMENT CO DEN,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,89.15,"Control Assy, Roller Chain, Inv#D612194997",Construction Materials - Not Elsewhere Classified,PCARD,,DEF1634314132427                                  ,1
296954,MACDONALD EQUIPMENT CO,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,301.61,CONTROL AND KNOB            INV C56981,Direct Marketing - Other Direct Marketers,ANNUAL BID,0298A0913,1413427533000311551716120700921200000000950619    ,1
296955,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,23.18,CONTROL - SL156 - 854079-1,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113A,1413427533000335883616120200234900000001636572    ,1
296956,CHARLES D JONES/DENVER,CO,PARKS AND REC - PARKS,11/28/2016,1/9/2017,23.21,CONTACTOR FOR HARVEY PARK REC.,Plumbing and Heating Equipment and Supplies,PCARD,,1413427533000302528616112904126900000000999662    ,1
296957,CTC CONSTANTCONTACT.COM,MA,HUMAN RIGHTS/COMM RELS - HRCRS,12/1/2016,1/9/2017,85,CONSTANT CONTACT FEES,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000276607016120200234900000001582994    ,1
296958,CTC CONSTANTCONTACT.COM,MA,CITY COUNCIL - CCOUN,12/10/2016,1/9/2017,40,COnstant Contact e-mail software,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000309790516121101540000000001316969    ,1
296959,CTC CONSTANTCONTACT.COM,MA,CITY COUNCIL - CCOUN,12/12/2016,1/9/2017,60,Constant Contact - Newsletter,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000306275016121301796900000000783764    ,1
296960,CTC CONSTANTCONTACT.COM,MA,MAYORS OFFICE - MAYOR,12/21/2016,1/9/2017,190,CONSTANT CONTACT,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000240595016122203213300000001114341    ,1
296961,CTC CONSTANTCONTACT.COM,MA,N DENVER CORNERSTONE NDCCP,12/12/2016,1/9/2017,38,Constant contact,Direct Marketing - Continuity/Subscription Merchants,PCARD,,DEF1634813518233                                  ,1
296962,THE HOME DEPOT #1505,CO,PARKS AND REC - PARKS,12/21/2016,1/9/2017,42.1,"CONSTADHES, DUCT TAPE, HAMMER SET",Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533800032785216122303395900000000575074    ,1
296963,KIT KAMAN DENVER CO,CO,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,18.5,"Connecting Link, Inv#A182406",Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800038533016120400407900000001333650    ,1
296964,TARGET        00020529,CO,CITY COUNCIL - CCOUN,12/13/2016,1/9/2017,4.69,congratulatory card,Grocery Stores and Supermarkets,PCARD,,1413427533800030157616121401979600000000993409    ,1
296965,P3C 2017,CA,MAYORS OFFICE - MAYOR,12/15/2016,1/9/2017,495,CONFERENCE REGISTRATION EMILY HAUBER,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",PCARD,,1413427533000240595016121602343600000002090956    ,1
296966,SPORTS TURF MANAGERS ASSO,KS,PARKS AND REC - PARKS,11/30/2016,1/9/2017,545,Conference Fee and Membership Renewal Jill Coffman,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",PCARD,,1413427533000240357516120100055600000001900139    ,2
296967,SPORTS TURF MANAGERS ASSO,KS,PARKS AND REC - PARKS,11/30/2016,1/9/2017,460,Conference Fee and Membership Renewal Abby McNeal,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",PCARD,,1413427533000240357516120100055600000001900135    ,2
296968,WWW.ICSUMMITS.COM,NY,PARKS AND REC - PARKS,12/16/2016,1/9/2017,525,Conference / Seminar: Leslie Wright,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",PCARD,,1413427533000240402916121802512700000002148502    ,1
296969,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/22/2016,1/9/2017,1296.19,"Condenser, Receiver, Inv#C21688",Construction Materials - Not Elsewhere Classified,ANNUAL BID,0298A1213,1413427533800038533016122303395900000001504911    ,1
296970,THE HOME DEPOT #1505,CO,PARKS AND REC - PARKS,11/28/2016,1/9/2017,344.69,CONCRETE SUPPLIES FOR PRM SHOP,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533800032785216113004302500000000576232    ,1
296971,WW GRAINGER,PA,SHERIFF DEPARTMENT - SHERF,12/8/2016,1/9/2017,300.38,concrete patching compound kit  COJL,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5595U0112,1413427533800033749716120901288600000002315534    ,1
296972,WW GRAINGER,PA,SHERIFF DEPARTMENT - SHERF,12/7/2016,1/9/2017,150.19,concrete patching compound COJL,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5595U0112,1413427533800033749716120801103700000002099342    ,1
296973,THE HOME DEPOT #1522,CO,THEATERS AND ARENAS - THTRS,11/28/2016,1/9/2017,27.67,concrete mix for north concession floor repour,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000240589316113004302500000000574494    ,1
296974,THE HOME DEPOT #1505,CO,WASTEWATER - PWWMD,12/20/2016,1/9/2017,250.8,Concrete HW Blocks,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000240518216122203213300000000555109    ,1
296975,MICRO CENTER #181 RETAIL,CO,POLICE DEPARTMENT - POLIC,12/2/2016,1/9/2017,127.94,Con Fund PCF16C-133 - Operatiosn Support Supplies,Computer Software Stores,PCARD,,1413427533000308427516120400485700000000244132    ,1
296976,BEST BUY MHT  00002113,CO,POLICE DEPARTMENT - POLIC,12/5/2016,1/9/2017,164.98,Con Fund PCF16C-133 - Operations Support Supplies,Electronic Sales,PCARD,,1413427533000308427516120600742500000000663078    ,1
296977,IDU INSIGHT PUBLIC SEC,AZ,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,35.09,Computrace Licenses-Bobo,Computer Software Stores,PCARD,,1413427533000307982016121401979600000000071209    ,2
296978,IDU INSIGHT PUBLIC SEC,AZ,PUBLIC WORKS - PWOPS,12/13/2016,1/9/2017,926.21,Computrace Licenses-Bobo,Computer Software Stores,PCARD,,1413427533000307982016121401979600000000071225    ,2
296979,SOI SBS ROCHESTER HILL,MI,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,625,Computer Supplies,Motor Vehicle Supplies and New Parts,PCARD,,1413427533000338358616120200234900000001232090    ,1
296980,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/8/2016,1/9/2017,28.99,computer speakers,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533000267693116120901288600000002316984    ,1
296981,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,1199.6,computer software invoice #186862,Automotive Parts and Accessories Stores,PCARD,,1413427533800037113216122303395900000000156632    ,1
296982,FOUR WINDS INTERACTIVE,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,196.95,Computer Software and Supplies,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000338358616120901288600000000899543    ,1
296983,SOL SNAP-ON INDUSTRIAL,WI,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,702.62,Computer Software and Supplies,Hardware Stores,PCARD,,1413427533000338358616121301796900000000913099    ,1
296984,ARISTATEK,WY,FIRE DEPARTMENT - FIRES,12/9/2016,1/9/2017,990,Computer software & support,"Computers, Computer Peripheral Equipment, Software",PCARD,,DEF1634715065936                                  ,1
296985,RFFLOW SOFTWARE,CO,SAFETY DEPARTMENT - SAFTY,12/7/2016,1/9/2017,195,computer software,Computer Software Stores,PCARD,,1413427533000286609416120801103700000001177854    ,1
296986,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687062    ,1
296987,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687066    ,1
296988,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687070    ,1
296989,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687074    ,1
296990,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687078    ,1
296991,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687082    ,1
296992,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687086    ,1
296993,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687090    ,1
296994,RECOLORADO,CO,DEPT OF FINANCE - TREAS,12/4/2016,1/9/2017,44.57,Computer Services,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",PCARD,,1413427533000240445816120500564800000000687094    ,1
296995,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/21/2016,1/9/2017,33.9,computer mouses,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800028890616122203213300000001838445    ,1
296996,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/15/2016,1/9/2017,9.49,"computer mouse, IA","Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800028890616121602343600000002231465    ,1
296997,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,12/13/2016,1/9/2017,733.55,Computer monitors for Michele,Book Stores,PCARD,,1413427533000319957816121401979600000000774078    ,1
296998,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,12/17/2016,1/9/2017,129,Computer monitor for Abbie,Book Stores,PCARD,,1413427533000319957816121802587600000000623580    ,1
296999,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,12/16/2016,1/9/2017,99.99,Computer Monitor,Book Stores,PCARD,,1413427533000242616216121602343600000001399536    ,1
297000,OFFICE DEPOT #2187,CO,SHERIFF DEPARTMENT - SHERF,12/1/2016,1/9/2017,94.99,"computer ink, Training, Roslyn","Office, School Supply, and Stationery Stores",PCARD,,1413427533000240485416120400407900000000380485    ,1
297001,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/16/2016,1/9/2017,155.56,Computer equipment and supplies for Megan,Book Stores,PCARD,,1413427533000319957816121802512700000000421833    ,3
297002,STAPLS7167671892000001,TX,HUMAN SERVICES - SOCSV,12/15/2016,1/9/2017,14.79,Computer Equipment,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800037803816121602343600000001700732    ,1
297003,STAPLS7167671892000002,TX,HUMAN SERVICES - SOCSV,12/14/2016,1/9/2017,34.99,Computer Equipment,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800037803816121502163300000001601023    ,1
297004,STAPLS7167671892000003,TX,HUMAN SERVICES - SOCSV,12/17/2016,1/9/2017,70.59,Computer equipment,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800037803816121902675300000000059307    ,1
297005,COUNTERTRADE PRODUCTS,CO,DEPT OF FINANCE - TREAS,12/15/2016,1/9/2017,160,Computer Equip & Parts; Surface Pro Docking Station; City Controller,"Computers, Computer Peripheral Equipment, Software",PCARD,,1413427533000334814216121602343600000000875482    ,1
297006,C AND M AIR COOLED ENG,TX,PARKS AND REC - PARKS,12/9/2016,1/9/2017,83.4,Computer Diagnostics on greens mower,LAWN AND GARDEN SUPPLY STORES,PCARD,,DEF1634715061781                                  ,2
297007,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/9/2016,1/9/2017,18.99,Computer desk pad for Lisa,Book Stores,PCARD,,1413427533000319957816120901288600000001394592    ,3
297008,STAPLS7167439259000003,TX,DEPT OF FINANCE - TREAS,12/13/2016,1/9/2017,90.98,"Computer CDRW, Controller FD","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800043226416121401979600000001742623    ,1
297009,TEE TIME- EZLINKS,IL,PARKS AND REC - PARKS,11/30/2016,1/9/2017,56.45,Computer and Tee Time Services,Recreation Services - Not Elsewhere Classified,PCARD,,1413427533000240403716120200234900000001500267    ,1
297010,HERTZ EQUIPMENT,CO,PARKS AND REC - PARKS,12/2/2016,1/9/2017,1064.06,Compressor rental for Irrigation blow out,"Equipment, Tool, Furniture, Appliance Rental and Leasing",ANNUAL BID,5944U0114,1413427533000240397116120400485700000000858208    ,1
297011,EVERGREEN RENTALS,CO,PARKS AND REC - PARKS,11/29/2016,1/9/2017,237.6,compressor,"Equipment, Tool, Furniture, Appliance Rental and Leasing",PCARD,,1413427533000258440816113004302500000001063673    ,1
297012,EVERGREEN RENTALS,CO,PARKS AND REC - PARKS,12/5/2016,1/9/2017,118.8,Compressor,"Equipment, Tool, Furniture, Appliance Rental and Leasing",PCARD,,1413427533000258440816120600742500000000713449    ,1
297013,STAPLS7167002531000001,TX,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,48.49,compositions books and 2017 calendars,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240417716120400407900000001768416    ,1
297014,STAPLS7167002531000002,TX,PUBLIC WORKS - PWOPS,12/2/2016,1/9/2017,3.76,Composition book,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240417716120400407900000001768420    ,1
